userReview,score,thumbsUpCount,reviewCreatedVersion,review_datetime,replyContent,repliedAt,sentimentRating,sentimentScore
"The app is not downloading, after 41%, the downloading gets stuck. I have restarted the phone, clear the cache memory and even changed the google account. Please resolve the issue at the earliest.",1,1,,23-12-2021 13:35,"Hi Jatin, we are sorry, our first impression wasn't that great. Some of you faced issues while signing up & others while onboarding. We are back up now. Would love for you to try it again. If we are able to meet your expectations, do let us know how we did this time around :)",24-12-2021 20:32,1 star,0.664809883
Alert says - incorrect pan number even after several attempts. Google sign-in took so long to complete.,1,1,1.2.0,23-12-2021 13:33,Hello Sandeep! Thanks for checking out the app. Looks like are servers got a bit too hot from all the attention. You can try again in some time.,23-12-2021 13:36,1 star,0.390342623
"Just downloaded & try to entering my Pan number, it shows "" hmm. that's not right. Let's try again"" Application is not working....",1,0,1.2.0,23-12-2021 13:28,"Hey Arjunsingh, we are sorry, our first impression wasn't that great. Some of you faced issues while signing up & others while onboarding. We are back up now. Would love for you to try it again. If we are able to meet your expectations, do let us know how we did this time around :)",24-12-2021 20:36,1 star,0.725254416
I have just downloaded this app and it is not accepting my PAN at very initial stage.,1,0,1.2.0,23-12-2021 13:28,Hey Shachi! Thanks for checking the app out. Our servers got a bit too hot from all the attention 😶. Please try again some time later.,23-12-2021 13:29,1 star,0.575184643
After filling PAN number its not accepting and saying that's not right 🤣..,1,0,1.2.0,23-12-2021 13:26,"Hey Tarun, we got a lot of attention and servers were experiencing some downtime. glyde is up and even stronger now. Can you give it another try again? And show us some love if we met your expectations :)",24-12-2021 20:35,1 star,0.608364224
"Not able to download as the App is not able to verify my PAN, stating that its wrong...I am wondering what's wrong",2,0,1.2.0,23-12-2021 13:22,"Hey Ranendra! We hit a snag yesterday verifying all the PANs, however we are back up and running at full steam. Would love for you to check the app out again!",24-12-2021 12:35,1 star,0.544172823
"I entered my pan card as soon as downloading the app, It says not a valid pan card ..",1,0,1.2.0,23-12-2021 13:20,Hi Vikas! Our servers got a bit too hot from all taxpayers like you trying to file their taxes. Please try again in some time!,23-12-2021 13:21,1 star,0.614537954
Hey you cnat even pull up my pan card with correct number ..,1,0,1.2.0,23-12-2021 13:20,"Hey Vijay, we are sorry, our first impression wasn't that great. Some of you faced issues while signing up & others while onboarding.We are back up now. Would love for you to try it again. If we are able to meet your expectations, do give us thumbs up",23-12-2021 20:07,5 star,0.336664081
App not recognizing PAN,1,0,,23-12-2021 13:20,"Hi Prashanth, our servers were hot with all the attention and love we got. The issue is now resolved and we are back to serving taxpayers like you. Requesting you to try again now. :)",24-12-2021 19:00,1 star,0.476192921
"Giving 5 star to ui/ux. awesome, elegant design, it's like waving fingers on the water... Wow... Amazing...",5,0,1.2.0,23-12-2021 13:18,,,5 star,0.956148684
Third class app after putting pan card number they show not right,1,0,1.2.0,23-12-2021 13:18,Hey Ashish! Thanks for checking the app out. Our servers are running hot with taxpayers like you wanting to check out the app. Please try again some time later.,23-12-2021 13:16,1 star,0.375830859
It's showing wrong pan number,1,0,,23-12-2021 13:18,"Hi Prashant, our servers are hot trying to accommodate taxpayers like you. Our team is working on resolving the issue as we speak. Requesting you to try again now :)",24-12-2021 20:33,1 star,0.557744801
Useless app don't waste your time,1,0,1.2.0,23-12-2021 13:16,Hey Mukesh! Thanks for checking the app out. Our servers are running hot with taxpayers like you trying to file their taxes 😅. Please try again now.,24-12-2021 17:18,1 star,0.900814772
Says invalid pan....tried multiple times....tried clearing cache...no use...some bug...need help.,1,0,1.2.0,23-12-2021 13:15,"Hey Salim, we are sorry, our first impression wasn't that great. Some of you faced issues while signing up & others while onboarding. We are back up now. Would love for you to try it again. If we are able to meet your expectations, do give us a thumbs up :)",24-12-2021 19:01,1 star,0.694094121
Loading... loading... loading failed,1,0,1.2.0,23-12-2021 13:15,Hey Akash! Our servers got a bit too hot from all the attention 😅. Please try again in some time,23-12-2021 13:19,1 star,0.675966144
When i enter PAN number saying its wrong,1,0,1.2.0,23-12-2021 13:13,Hey! We were experiencing increased traffic (and attention) on our servers. We are resolving it to accommodate taxpayers like you. How about giving it another shot? Let us know how we did this time around :),24-12-2021 17:21,1 star,0.586000621
The app isn't able to fetch my data from ITD. I wonder why I am unable to use the app.,2,0,1.2.0,23-12-2021 13:11,Hey Sunil! We are sorry for the bad first impression. We faced an outage from ITD. Everything is up and running now so you can get glyding!,24-12-2021 12:37,2 star,0.423101276
"Hmm That's not right, Try again! Getting this message on entering PAN. If it's not working why even launch it? Either remove the app from play store or fix it",1,0,1.2.0,23-12-2021 13:10,Hey Dev! Thanks for checking the app out. Our servers got a bit too hot with taxpayers like you wanting to check out the app. Please try again some time later.,23-12-2021 13:12,1 star,0.759681463
"I tried logging in but after entering PAN number it's saying "" Hey, that's not right. Try again!! """,2,1,1.2.0,23-12-2021 13:10,hey khazim! We have fixed the issue with verifying PANs and are seeing high success rates so you can get back to filing your taxes through glyde!,24-12-2021 12:38,1 star,0.493981451
Not working,1,0,1.2.0,23-12-2021 13:10,"Hey, our servers were hot accomodating taxpayers like you trying to use glyde. We are now up and running. Can you give it another shot? And, give us a shout if we met your expectations? :)",23-12-2021 17:46,1 star,0.637498081
Doesn't work after entering the PAN,1,0,1.2.0,23-12-2021 13:07,"Hi Shriya, we are sorry, our first impression wasn't that great. Some of you faced issues while signing up & others while onboarding. We are back up now. Would love for you to try it again. If we are able to meet your expectations, do let us know how we did this time around :)",24-12-2021 20:42,1 star,0.662300766
"App dsnt work, and I pay ₹1000 to CA for itr filing, ₹2500 is not fair. Cant believe Zerodha a disc broker is backing Glyde.",1,0,1.2.0,23-12-2021 13:07,Hello Atul! We are sorry for the bad first impression. We have addressed all the issues and glyde is now ready to simplify your taxes!,23-12-2021 19:52,1 star,0.523363113
"The app is very slow. I entered my PAN id but its not going further. Not upto the expectation. I just rushed to install and use the app afterall Zerodha is pushing marketing notifications for it but just the experience is just frustration. Even the website Quicko is too slow. And other starnge thing I noticed, when we search this app, it shows 4.5 rating but when we enter the app page on the playstore it shows 2.3 rating. Is it a joke🤣?",1,6,1.2.0,23-12-2021 13:04,Hey Jayaprakash! We stumbled a bit form all the attention but we are now up and running at full steam! You can glyde through your taxes without any issue.,23-12-2021 19:50,1 star,0.451600075
Worst app ever. I cant even open my account. They are saying that my pan card is wrong. 🤦‍♂️,1,0,,23-12-2021 13:02,Hey Pramodh! Thanks for checking the app out. Our servers are running hot with taxpayers like you wanting to check out the app 😅. Please try again some time later.,23-12-2021 13:03,1 star,0.975112379
"App need to be fixed, it gives error while login and entering PAN Number",1,0,1.2.0,23-12-2021 13:00,"Hey Varun. We are sorry for the bad first impression. However, we are back up and you can continue glyding through your taxes!",23-12-2021 19:42,1 star,0.365286976
Not accepting my PAN.. Sucks..,1,0,1.2.0,23-12-2021 12:59,hey Divyang! We are sorry for the first bad impression. We are up and running at full steam now. Do consider giving glyde another shot!,23-12-2021 19:39,1 star,0.703836441
My pan it's saying is not correct. Bad app,1,0,1.2.0,23-12-2021 12:58,"Hi, we are sorry, our first impression wasn't that great. Some of you faced issues while signing up & others while onboarding. We are back up now. Would love for you to try it again. If we are able to meet your expectations, do let us know how we did this time around :)",24-12-2021 20:33,1 star,0.565157175
So i am entering my pan number but itd saying it's wrong don't know why it's is correct one even though plss help,3,0,1.2.0,23-12-2021 12:57,Hey! Thanks for checking the app out. Our servers are running hot with taxpayers like you wanting to check out the app. Please try again some time later.,23-12-2021 12:59,3 star,0.446210802
After entering pan it doesn't take me anywhere... just says my pan is not right.,1,0,,23-12-2021 12:57,Hey Rohit! Thanks for checking the app out. Our servers are running hot with taxpayers like you wanting to check out the app. Please try again some time later.,23-12-2021 12:57,2 star,0.448464096
"After newly installed app.Pan card details dalne ke bad bhi ,age ka process nhi ho raha hai app not responding..",1,0,1.2.0,23-12-2021 12:52,"Hi Vishwajeet, we are sorry, our first impression wasn't that great. Some of you faced issues while signing up & others while onboarding. We are back up now. Would love for you to try it again. If we are able to meet your expectations, do give us a thumbs up :)",24-12-2021 20:31,1 star,0.555423617
Worst app. No matter how many times I enter my Pan it says something went wrong.,1,0,1.2.0,23-12-2021 12:52,Hey Sayan! Our servers got a bit too hot from all the sudden attention 😶! We up and running now. Can you give it another shot?,23-12-2021 19:50,1 star,0.911897182
After entering the PAN is doesn't take us any further. Already tried so many times but still not working.,1,2,1.2.0,23-12-2021 12:51,"Hey Shuvam, we are sorry, you did have a great first experience. Our system was choked from all the sudden attention we got. We are back up now. Would love for you to try it again. If we are able to meet your expectations, do give us a thumbs up :)",24-12-2021 18:08,2 star,0.491704166
Doesn't go post entering PAN number screen,1,0,1.2.0,23-12-2021 12:51,"Hi Kshitij, our servers are hot trying to accommodate taxpayers like you. Our team is working on resolving the issue as we speak. Requesting you to try again once more :)",24-12-2021 20:41,1 star,0.577279687
"Hi, this is is not capturing my PAN details at all. Does not take me to the next step.",1,0,1.2.0,23-12-2021 12:51,"Hey Amrish, we suddenly got a lot of attention and our servers were coping up with all the love. Some of you were facing issues while signing up & others while onboarding. We are up now. Would love for you to try it once more and do show give us thumbs up if you had a seamless experience. :)",23-12-2021 18:19,1 star,0.518170953
After entering the pan number it is not moving futhur.,2,0,1.2.0,23-12-2021 12:50,"Hi Sarang! We had faced some issue yesterday with our onboarding and we are sorry to have made a bad first impression. However, we are back up and running so please consider giving us another shot!",24-12-2021 13:58,1 star,0.574131131
Not able to continue after entering PAN details,1,0,1.2.0,23-12-2021 12:49,"Hey Yash, we got a lot of attention and servers were experiencing some downtime. glyde is up and even stronger now. Can you give it another try again? And show us some love if we met your expectations :)",24-12-2021 20:41,1 star,0.47099483
Useless experience not eve accepting my PAN number and you say that this is an easy application to file taxes,1,0,1.2.0,23-12-2021 12:45,"Hey Naveen, we are sorry, our first impression wasn't that great. Some of you faced issues while signing up & others while onboarding. We are back up now. 31st Dec. is still the due date. Would love for you to try it again. If we are able to meet your expectations, do give us a thumbs up.",23-12-2021 19:02,1 star,0.592985272
"Stop posting fake reviews, the app is not working beyond entering PAN details",1,0,1.2.0,23-12-2021 12:44,Hey Ali! Our servers are running hot with taxpayers like you wanting to check out the app. Please try again in some time 😅,23-12-2021 12:50,1 star,0.80668509
"Asks for my Pan Number, and once I enter, it never goes to the next screen. Hangs it there itself.",1,0,1.2.0,23-12-2021 12:42,Hi Viral! We experienced a surge in traffic which our servers didn’t cope well with. But now we have fixed that and we are ready to help you glyde through your taxes. Can you give it another try?,24-12-2021 19:01,1 star,0.598468125
Not working,1,0,1.2.0,23-12-2021 12:41,"Hi Srinivas, We were facing downtimes with our server but we are back up and running now. Ready to serve you. Requesting you to try again now :)
",24-12-2021 18:04,1 star,0.637498081
It's not going forward after entering pan number. Stuck there only,2,1,1.2.0,23-12-2021 12:40,"Hi Gagan. We faced some issue with our onboarding yesterday. However, we are back up, better than ever, and hoping for you to give us another shot!",24-12-2021 14:20,1 star,0.510488868
"After I m entering my PAN the app continue to process,but not moving to next option",1,0,1.2.0,23-12-2021 12:39,Hey Dev! Thanks for checking the app out. Our servers got a bit too hot with taxpayers like you wanting to check out the app. We are back up now. How about giving glyde another shot and let us know how we did :),24-12-2021 19:00,3 star,0.405572176
"After entering the PAN No it's not going on next step, after a few time same ""continue"" Button obtain and it's repeat and repeat 🙃",2,0,1.2.0,23-12-2021 12:39,Hi Ranjit! We had some issues with our onboarding yesterday due to an onslaught of users trying to check the app out. We have back up and waiting for you to glyde through your taxes 😁,24-12-2021 16:08,1 star,0.548677981
"App isn't working. I am trying to get through ""Enter PAN"" stage. Serious bug is there.",1,0,1.2.0,23-12-2021 12:39,"Hi Vikash, we are sorry, our first impression wasn't that great. Some of you faced issues while signing up & others while onboarding. We are back up and stronger now. Would love for you to try it again and let us know how we did this time around :)",24-12-2021 16:01,1 star,0.70369029
Nothing happening after entering pan number,1,0,1.2.0,23-12-2021 12:38,"Hey Aditya, we are sorry for the bad first impression. We are up and running now so you can resume glyding through your taxes without any issue! Let us know if we were able to meet your expectations this time around :)",24-12-2021 17:20,1 star,0.588112772
No process after writing PAN number,1,0,1.2.0,23-12-2021 12:38,Hey Jignesh! Thanks for checking the app out. Our servers are running hot with taxpayers like you wanting to check out the app. Please try again some time later.,23-12-2021 12:39,1 star,0.564488947
Worst app. It took 10 retry to send the code on my mail. After that it is not processing my PAN.,1,0,1.2.0,23-12-2021 12:38,"Hey Lalit, we are sorry, our first impression wasn't that great. Some of you faced issues while signing up & others while onboarding. We are back up now. Would love for you to try it again. If we are able to meet your expectations, do give us a thumbs up :)",24-12-2021 16:02,1 star,0.902925253
It is stuck at enter pan number details and no further action is taking place after filling Pan number.,1,0,1.2.0,23-12-2021 12:38,"Hi Dheeraj, We were facing downtimes with our server but we are back up and running now. Ready to serve you. Requesting you to try again now. Let us know how we did :)",24-12-2021 18:50,1 star,0.493515223
All 5 stars are Fake reviews ..Not working for me...after entering pan I'd it does not proceed further,1,0,1.2.0,23-12-2021 12:37,"Hi, we are sorry, we didn't have a great first impression. Some of you faced issues while signing up & others while onboarding. We are back up now. Would love for you to try it again. If we are able to meet your expectations, do give us thumbs up :)",24-12-2021 16:00,1 star,0.902070999
"App is not working properly. Screen stops while taking pan card number. When I press continue after entering PAN, it is not proceeding further.",1,2,1.2.0,23-12-2021 12:37,"Hi Samuel, our servers are hot trying to accommodate taxpayers like you. Our team is working on resolving the issue as we speak. Requesting you to try again :)",24-12-2021 18:41,1 star,0.571107328
It's asking for PAN number and that's it. It's floating like a dead fish in the water.,1,0,1.2.0,23-12-2021 12:37,"Hi Anchal, we are sorry, our first impression wasn't that great. Our servers were overwhelmed by all the attention we got suddenly. We are back up and stronger now. Would love for you to try it again and let us know how we did this time around :)",24-12-2021 17:36,1 star,0.456530452
"Do not put your app on production if your app is not ready to handle the users. Put it in beta and test it properly before making it live. It's stucked at the pan page, not going forward. At least give a message to the users, why it's failing. Break with a scream is always better than silent break.",1,17,1.2.0,23-12-2021 12:36,"Hey, we are sorry, our first impression wasn't that great. Some of you faced issues while signing up & others while onboarding. We are back up now. Would love for you to try it again. If we are able to meet your expectations, do give us a thumbs up :)",24-12-2021 18:40,1 star,0.667016089
At the beginning when we need to enter pan after that nothing is loaded,1,1,1.2.0,23-12-2021 12:36,Hi Aniket! We experienced a surge in traffic which our servers didn’t cope well with. But now we have fixed that and we are ready to help you glyde through your taxes. Can you give it another try?,24-12-2021 18:10,3 star,0.282558531
I'm entering my PAN but it's not moving forward.,2,2,1.2.0,23-12-2021 12:35,Hello Dikshant! We had some bumps onboarding a whole bunch of new users yesterday. We are back up better than every and ready for you to glyde through your taxes!,24-12-2021 16:33,3 star,0.423525423
Improve your App There are to many bugs. I have tried 20 time to just login. Once successfully logged And after entering PAN the app is not going further.,1,5,1.2.0,23-12-2021 12:35,Hey Sabir! Thanks for checking the app out. Our servers are running hot with taxpayers like you wanting to check out the app. You can try again in some time.,23-12-2021 12:37,2 star,0.401856214
Stuck on PAN details page,2,0,1.2.0,23-12-2021 12:35,Hey Vishnu! Thanks for checking the app out. Our servers are running hot with taxpayers like you wanting to check out the app. Please try again some time later.,23-12-2021 12:35,1 star,0.434861541
Not connecting my pan...:-),1,0,1.2.0,23-12-2021 12:34,"Hey, we got a lot of attention and servers were experiencing some downtime. glyde is up and even stronger now. Can you give it another try again? And show us some love if we met your expectations :)",24-12-2021 15:56,1 star,0.400037259
Stuck at entering pan details. Doesn't continue,1,1,1.2.0,23-12-2021 12:33,"Hi Dilip, Our servers were hot with all the traffic and attention we received. We are up and running now. Requesting you to try again and hoping you have a pleasant experience :)
",24-12-2021 17:15,1 star,0.604443848
Not even able to go on the next screen from entering the pan number,1,1,1.2.0,23-12-2021 12:33,"Hi Dhruvil! We experienced a surge in traffic which our servers didn’t cope well with. But now we have fixed that and we are ready to help you glyde through your taxes. Would love for you to try it once more and let us know how we did :)
",24-12-2021 18:09,1 star,0.658860743
"I am unable to register, needed PAN number but after that unable to proceed.",2,1,1.2.0,23-12-2021 12:33,"Hey neeraj! We faced some issues yesterday onboarding a whole bunch of taxpayers like yourself. However, we are now back up and running at full steam so we hope you'd give us another shot!",24-12-2021 16:20,1 star,0.442460805
"Not able to fetch detail after entering PAN card, not proceeding further",1,1,1.2.0,23-12-2021 12:33,Hey Satyam! Thanks for checking the app out. Our servers are running hot with taxpayers like you wanting to check out the app. Can you give it another shot and let us know how we did? :),24-12-2021 17:39,2 star,0.434354514
"I am not able to move beyond the first page, when it prompts user to enter the pan number",1,1,1.2.0,23-12-2021 12:33,"Hey Aditya, we experienced a surge in traffic which our servers didn’t cope well with. But now we have fixed that and we are ready to help you glyde through your taxes. Please try again now and let us know how we did :)",24-12-2021 18:04,1 star,0.431574076
After entering my pan number. Nothing happening. Why???,1,0,1.2.0,23-12-2021 12:33,"Hey, Our servers were overwhelmed by all the attention we got suddenly. Some of you faced issues while signing up & others while onboarding. We are back up now. Would love for you to try it again. If we are able to meet your expectations, do give us a thumbs up :)",24-12-2021 18:06,1 star,0.607430458
Its says enter your PAN. AFTER ENTERING PAN and clicking on continue nothing happens,1,2,1.2.0,23-12-2021 12:33,Hi Aveejit! Our servers got a bit too hot from all taxpayers like you trying to file their taxes. We are back up and running smoothly now. Would love for you to give us another shot and let us know how we did :),23-12-2021 19:47,1 star,0.662340462
Unable to fetch data after entering PAN.,1,1,1.2.0,23-12-2021 12:32,"Hey Ashutosh, we are sorry, our first impression wasn't that great. Some of you faced issues while signing up & others while onboarding. We are back up now. Would love for you to try it again. If we are able to meet your expectations, do give us a thumbs up :)",24-12-2021 18:05,1 star,0.500999331
App has too many bugs 1. It takes a lot of time to even register 2. After n unsuccessful attempts when it finally registers you then again it takes forever to continue after entering PAN details Please look into it ASAP,1,6,1.2.0,23-12-2021 12:32,"Hey Akshay, our servers got overwhelmed with all the attention we had gotten suddenly. We are sorry, our first impression wasn't gerat. Some of you faced issues while signup and other while onboarding. We are back up now. Would love for you to give it another try and let us know if we were able to meet your expectations :)",24-12-2021 13:23,2 star,0.411682338
not qble to login,1,0,1.2.0,23-12-2021 12:32,Hey! Too many tax payers trying to file their taxes! Our servers are running hot. You can try again in some time.,23-12-2021 12:34,1 star,0.477597803
Not moving ahead of asking pan number. I think its very buggy.,1,0,1.2.0,23-12-2021 12:32,"Hey Abhishek, we were overwhelmed by all the love and attention we got our servers got choked. We are back up and stronger now. Can you give it another shot? And, do let us know if we were able to meet your expectations.",23-12-2021 18:27,2 star,0.486046463
I was entered my PAN but it wasn't taking my PAN its not working properly...,3,0,1.2.0,23-12-2021 12:32,Hello Mayur! Our servers our running hot to accommodate taxpayers like you trying to use glyde. Requesting you to try again now :),24-12-2021 20:40,2 star,0.429280221
Not detecting PAN,1,0,1.2.0,23-12-2021 12:32,"Hi Vinod, We were facing downtimes with our server but we are back up and running now. Ready to serve you. Requesting you to try again now :)",24-12-2021 16:37,1 star,0.438984424
It doesn't even go ahead after I enter my PAN during registration.,2,0,1.2.0,23-12-2021 12:32,Hi Sagar! We had some issues yesterday with our onboarding which have since been addressed. We are back up and running at full steam and are hoping you'd give us another shot.,24-12-2021 16:28,1 star,0.377726048
App is crashing multiple times after giving email app can't proceed further..stuck on only PAN card number page... Fix this SLOW issue STUCK issue,1,4,1.2.0,23-12-2021 12:32,Hey! Too many tax payers trying to file their taxes! Our servers are running hot. You can try again in some time.,23-12-2021 12:33,1 star,0.749596179
"I am entering my pan and pressing continue but I'm not moving forward and getting my otp, it's not working",1,1,1.2.0,23-12-2021 12:32,"Hey Adnan, we suddenly got a lot of attention from taxpayers like you trying to file their income tax returns and our servers were overwhelmed. We are back up and running now, can you give us another shot and let us know how we did this time around? :)",24-12-2021 16:39,2 star,0.457071424
N ot able to login after entering PAN. Please help,1,0,1.2.0,23-12-2021 12:31,"Hey Suyash, we got a lot of sudden attention and our servers were overwhelmed by all the love. We are up and ready to glyde now. Can you give it another shot? And, let us know how we did :)",23-12-2021 20:06,5 star,0.280804038
Can move ahead of entring pan while signup ? App is not working ?,3,0,1.2.0,23-12-2021 12:30,Hi! We experienced a surge in traffic which our servers didn’t cope well with. But now we have fixed that and we are ready to help you glyde through your taxes. Please try again now and let know how we did this time around :),24-12-2021 20:39,1 star,0.543251753
it is not working after entering pan number and pressing continue button. Nothing happens except three dots dancing on continue button... funny,1,0,1.2.0,23-12-2021 12:29,hey Gaurav! we are sorry we made a bad first impression. We are up and running now and we hope to help you glyde through taxes!,23-12-2021 17:54,1 star,0.607759237
Nothing happens when i put my pancard number and press continue,1,0,1.2.0,23-12-2021 12:29,"Hey Rahul, we are experiencing increased traffic (and attention) on our servers. We are resolving it to accommodate taxpayers like you. Can you please give it another shot? and do give us a thumbs up if we met your expectations :)",24-12-2021 17:17,1 star,0.575640321
It's not taking PAN itself I m fed up pressing continue continue Continue,1,0,1.2.0,23-12-2021 12:29,"Hey Dharmesh, we are sorry, our first impression wasn't that great. Our servers were heated up with all the attention. Some of you faced issues while signing up & others while onboarding. We are back up & stronger now. Would love for you to try it again. Do let us know if we were able to meet your expectations.",23-12-2021 19:37,1 star,0.43353188
"After entering pan, it's not not moving to next screen.. stuck in the same screen.",1,2,1.2.0,23-12-2021 12:28,"Hey Krithika, our servers were overwhelmed with all the love and attention we got from users like you. We are back up and running smoothly again, can you give it another shot? Do let us know if we met your expectations :)",24-12-2021 17:22,1 star,0.533360779
Unable to login. Page is stuck at PAN number page.,1,1,1.2.0,23-12-2021 12:28,Hey Nikhil! Thanks for checking the app out. Our servers are running hot with taxpayers like you trying to file their taxes 😅. Can you please give it another shot? Would love to hear about your experience this time around :),24-12-2021 17:19,1 star,0.691526473
"After signing in with Google, I entered my PAN no, but it is stuck there. It is not going to next screen",1,1,1.2.0,23-12-2021 12:28,"Hey Gaurav, our servers were overwhelmed with all the sudden attention, impacting our onboarding workflows. The issue is now resolved and we are back up and running. How about giving it another try? Let us know how we did.",23-12-2021 19:49,1 star,0.428474694
Got stuck in enter your PAN screen. Disappointed😞,2,1,1.2.0,23-12-2021 12:28,"Hello, we are sorry for the less-than-stellar onboarding experience you had yesterday. We had hit a snag with our servers but everything's sorted now and we're hoping you'd give us another shot!",24-12-2021 16:13,1 star,0.491918415
"Doesn't proceed after entering PAN itself, showing loader for very long and then again continue button. Need fast and smooth experience.",1,2,1.2.0,23-12-2021 12:28,"Hi Yaseen, we are sorry - our first impression wasn't that great. Some of you faced issues while signing up & others while onboarding. We are back up now. Would love for you to try it again. If we are able to meet your expectations, do give us a thumbs up :)",24-12-2021 15:53,2 star,0.470747679
After I enter PAN number it's not going to the next step .. tried multiple times..,1,0,1.2.0,23-12-2021 12:28,"Hey Santosh, we are sorry, our first impression wasn't that great. Some of you faced issues while signing up & others while onboarding. We are back up now. Would love for you to try it again. If we are able to meet your expectations, do give us a thumbs up :)",23-12-2021 17:49,1 star,0.450440377
"After entering pan no it's not getting continue, it's stuck .",1,1,1.2.0,23-12-2021 12:27,"Hey Ashif, our servers were stuck due to all the attention we got from taxpayers like you, impacting our signup and onboarding workflows. We are back up now. Would love for you to give it another try and give us a shout on how we did :)",23-12-2021 19:53,1 star,0.499377549
After giving pan number....it's not working,1,0,1.2.0,23-12-2021 12:26,"Hi Deepak, our servers were heated up due to a lot of taxpayers trying to file their returns. We are back up and stronger now. Would love for you to give it another try and let us know how we did this time around.",24-12-2021 15:47,1 star,0.600863695
After entering the pan card details taking to much time to load and not showing any error,3,0,1.2.0,23-12-2021 12:26,Hey Deepak! We are experiencing increased traffic (and attention) on our servers. We are resolving it to accommodate taxpayers like you. Please try again now and do give us a thumbs up if we met your expectations :),24-12-2021 20:39,5 star,0.304423034
"Cannot login to the app, stuck after entering PAN details.",1,0,1.2.0,23-12-2021 12:26,"Hey Sarath, we are sorry, our first impression wasn't that great. Some of you faced issues while signing up & others while onboarding. We are back up now. Would love for you to try it again. If we are able to meet your expectations, do show us some love :)",23-12-2021 18:13,1 star,0.561188281
After I entered PAN it goes no where. Just stuck at continue loader. Please do something about it.,2,2,1.2.0,23-12-2021 12:25,Ho Tikam! We are sorry for the less-than-stellar onboarding you had faced yesterday. We have since addressed the issue and made glyde ready for taxpayers like you to file their taxes easily!,24-12-2021 16:34,1 star,0.59619081
"I not able to register with my gmail account. After changing multiple email id, got the OTP. But then it's not accepting my PAN CARD to continue initial registration.",2,1,1.2.0,23-12-2021 12:25,Hello. We had some issues with our onboarding yesterday which have since been addressed. Hope you give us another shot!,24-12-2021 16:11,1 star,0.526042938
It does not move to next step from pan ID,1,3,1.2.0,23-12-2021 12:24,"Hey Arpan, we got a lot of attention and our servers got overwhelmed by all the love. Some of you faced issues while signing up & others while onboarding. We are up and running now. Give glyde another shot and let us know if we met your expectations :)
",23-12-2021 19:01,1 star,0.519302726
After entering the pan number it just keeps on loading .........,1,0,1.2.0,23-12-2021 12:24,"Hey Ayaan, our servers were overwhelmed with all the love and attention we got from users like you. We are back up and running smoothly again, can you give it another shot? Do let us know if we met your expectations :)",24-12-2021 12:55,3 star,0.298681289
Not working,1,0,1.2.0,23-12-2021 12:24,"Hi Pramod! Our servers got a bit too hot from all taxpayers like you trying to file their taxes. We are up and running, ready to glyde now. Would love for you to try again and let us know how we did :)

",23-12-2021 20:09,1 star,0.637498081
Not able to proceed to next screen after entering the PAN. The continue button keeps on loading.,1,1,1.2.0,23-12-2021 12:24,"Hey, Sourav! Our servers were running hot to accommodate taxpayers like you trying to use glyde. We are up and running now, to ensure you and glyde through your taxes. Can you give it another shot and let us know how we did?",23-12-2021 20:04,1 star,0.489602774
I installed the app but after entering the pan card details it not going forward,1,0,1.2.0,23-12-2021 12:24,"Hey Saurabh, we are sorry, our first impression wasn't that great. Some of you faced issues while signing up & others while onboarding. We are back up now. Would love for you to try it again. If we are able to meet your expectations, do give us a thumbs up.",23-12-2021 19:35,2 star,0.347570539
Asks for PAN number and doesn't proceed after that page. Expected better experience. Please fix the bug ASAP.,1,0,1.2.0,23-12-2021 12:23,"Hey Selvam, our servers were heated up. All the issues are now resolved and we are up and running. Can you give it another shot and let us know how we did this time around.",23-12-2021 19:51,2 star,0.404930323
Intro of the app is good but not able to get OTP and deficult to log in very slow,2,0,1.2.0,23-12-2021 12:23,"Hello, we had faced some issues with our onboarding yesterday. However we are back up and running at full steam & excited for you to give us another shot!",24-12-2021 16:09,2 star,0.387929797
Bad experience. Not fetching my pan card details.,1,1,1.2.0,23-12-2021 12:23,"Hey Shubham, we are sorry, our first impression wasn't that great. Our servers were heated up with all the attention. Some of you faced issues while signing up & others while onboarding. We are back up & stronger now. Would love for you to try it again. Do let us know if we were able to meet your expectations.

",23-12-2021 19:45,1 star,0.739032745
"Extremely buggy, not able to login.",2,0,1.2.0,23-12-2021 12:23,Hi Sujith. We are sorry for the less-than-stellar first impression. We are back up and running at full steam so you can glyde through your taxes!,24-12-2021 16:06,1 star,0.744878232
Not working,1,0,1.2.0,23-12-2021 12:23,"Hey Valan, we got a lot of attention and servers were experiencing some downtime. glyde is up and even stronger now. Can you give it another try again? And show us some love if we met your expectations :)",23-12-2021 17:52,1 star,0.637498081
Unable to continue after entering my PAN card,2,0,,23-12-2021 12:22,Hello Kasam! Our servers our running hot to accommodate taxpayers like you trying to use glyde. Requesting you to try again now and give us a thumbs up if we met your expectations :),24-12-2021 20:40,1 star,0.502423167
Nothing is happening when I entered my PAN,1,0,1.2.0,23-12-2021 12:22,"Hey Vinay, we got a lot of attention from taxpayers like you trying to file their return, our servers got a bit too hot from all the attention. We are up and running now. Let's glyde through your taxes, and let us know how we did!",23-12-2021 19:43,1 star,0.554080725
Not getting Started after entering pan still not going forward.,1,0,1.2.0,23-12-2021 12:21,"Hey Abhijit, Our servers were experiencing downtime due to all the attention and impacted our onboarding workflow. We are up and running now. Request you to try again, and let us know if we were able to meet your expectations :)
",23-12-2021 19:40,1 star,0.412872016
